customer_id,full_name,age,gender,phone_number,national_id,address,employment_status,monthly_income,credit_score,is_existing_customer
CUST-82398D67,Patricia Wilson,68,Female,555-963-2581,XXX-XX-4713,"Orlando, FL",Retired,3500,600,False
CUST-826C9AD0,Linda Rodriguez,52,Female,555-793-2581,XXX-XX-2468,"Los Angeles, CA",Salaried,5800,700,True
CUST-826F0A22,George Thompson,22,Male,555-459-8236,XXX-XX-1234,"San Francisco, CA",Unemployed,0,500,False
CUST-8270D6C5,Carol Davis,25,Female,555-246-8013,XXX-XX-9012,"Los Angeles, CA",Salaried,7000,780,False
CUST-8274429D,George Thompson,50,Male,555-147-2583,XXX-XX-8901,"Dallas, TX",Salaried,12000,820,True
CUST-82773CB9,Ashley Green,25,Female,555-948-2736,XXX-XX-8901,"San Francisco, CA",Salaried,9500,750,False
CUST-82980C8C,Ashley Green,25,Female,555-948-2630,XXX-XX-8014,"San Francisco, CA",Salaried,9500,800,False
CUST-8299D9C1,Patricia Green,71,Female,555-947-2580,XXX-XX-4567,"Orlando, FL",Retired,3500,600,False
CUST-82B8BD89,David Lee,58,Male,555-603-9292,XXX-XX-1357,"Chicago, IL",Retired,3500,620,False
CUST-82BD04C3,George Thompson,71,Male,555-845-9012,XXX-XX-0123,"Orlando, FL",Retired,3500,600,False
CUST-82C6A75C,Ashley Johnson,22,Female,555-963-2581,XXX-XX-3690,"Austin, TX",Salaried,4500,650,False
CUST-82CCA1CB,Kevin Brown,25,Male,555-628-3947,XXX-XX-1357,"Los Angeles, CA",Unemployed,0,550,False
CUST-82DF112C,Brenda Smith,40,Female,555-963-2581,XXX-XX-8024,"Los Angeles, CA",Self-employed,6000,670,False
CUST-82F28576,Maria Garcia,40,Female,555-914-7536,XXX-XX-8912,"San Francisco, CA",Self-employed,12000,750,False
CUST-82F7FF83,George Thompson,58,Male,555-307-4926,XXX-XX-6801,"Orlando, FL",Retired,4800,600,False
CUST-830E6F25,Brenda Smith,40,Female,555-951-7531,XXX-XX-4567,"San Francisco, CA",Salaried,8000,750,True
CUST-8311DF0D,Brian Miller,40,Male,555-111-2222,XXX-XX-8901,"New York, NY",Salaried,12000,820,False
CUST-833C9194,Maria Garcia,31,Female,555-963-2580,XXX-XX-3692,"San Francisco, CA",Self-employed,10000,790,False
CUST-83516352,George Wilson,71,Male,555-852-7410,XXX-XX-9135,"San Diego, CA",Retired,3000,600,False
CUST-83524FA0,Kevin Harris,38,Male,555-417-2963,XXX-XX-0123,"New York, NY",Unemployed,0,550,False
CUST-83681B7D,Ashley Green,25,Female,555-908-7413,XXX-XX-6802,"San Francisco, CA",Salaried,9500,820,False
CUST-837D70F9,Linda Rodriguez,40,Female,555-793-2581,XXX-XX-1357,"Los Angeles, CA",Self-employed,5500,630,False
CUST-83812A21,Michael Johnson,30,Male,555-864-2079,XXX-XX-4567,"Chicago, IL",Self-employed,12000,750,False
CUST-8394F04B,Brian Hernandez,31,Male,555-295-7410,XXX-XX-0123,"Orlando, FL",Self-employed,5000,600,False
CUST-83952A38,Patricia Wilson,71,Female,555-951-7369,XXX-XX-4567,"Orlando, FL",Retired,3800,620,False
CUST-83954519,Ashley Green,25,Female,555-963-2580,XXX-XX-8014,"San Francisco, CA",Salaried,10000,820,False
CUST-83964693,Ashley Wilson,22,Female,555-714-2896,XXX-XX-6789,"Los Angeles, CA",Salaried,4500,620,False
CUST-839C23D3,Samuel Davis,40,Male,555-012-3456,XXX-XX-9876,"New York, NY",Salaried,10000,800,False
CUST-83A6BAE7,Patricia Wilson,68,Female,555-953-2468,XXX-XX-4567,"Orlando, FL",Retired,3500,600,False
CUST-83BAC944,Kevin Lee,22,Male,555-834-9123,XXX-XX-0123,"New York, NY",Salaried,4500,650,False
CUST-83BACE16,Kevin O'Connell,30,Male,555-892-1357,XXX-XX-4680,"San Francisco, CA",Salaried,10000,800,False
CUST-83BBE283,Anthony Brown,31,Male,555-890-1234,XXX-XX-4567,"New York, NY",Salaried,12000,820,True
CUST-83CEEF49,Kevin Lee,25,Male,555-852-7418,XXX-XX-9135,"New York, NY",Unemployed,0,550,False
CUST-83F9DCB6,Brian White,40,Male,555-159-3571,XXX-XX-8024,"Dallas, TX",Self-employed,12000,800,True
CUST-83FDD961,Henry Brown,40,Male,555-845-1039,XXX-XX-4567,"Denver, CO",Salaried,5500,700,False
CUST-84142FC3,George Williams,72,Male,555-842-6789,XXX-XX-0123,"Orlando, FL",Retired,4000,700,False
CUST-8419F1FA,Linda Rodriguez,40,Female,555-792-4680,XXX-XX-2468,"Los Angeles, CA",Self-employed,5500,620,False
CUST-8475FEC3,Brian Hernandez,31,Male,555-012-3456,XXX-XX-8901,"New York, NY",Self-employed,12000,750,False
CUST-84A2E5EB,Linda Garcia,31,Female,555-789-4561,XXX-XX-6789,"Chicago, IL",Salaried,8200,790,True
CUST-84C125BB,Michael Johnson,30,Male,555-895-2634,XXX-XX-4567,"New York, NY",Salaried,10000,800,False
CUST-84C5A6FC,George Thompson,71,Male,555-892-4613,XXX-XX-0123,"San Diego, CA",Retired,3200,600,False
CUST-84E501A9,Kevin Harris,38,Male,555-418-2975,XXX-XX-6804,"New York, NY",Unemployed,0,580,False
CUST-84E9E3C8,Maria Garcia,40,Female,555-159-7531,XXX-XX-8024,"San Francisco, CA",Salaried,12000,820,True
CUST-84F92CB0,Patricia Davis,71,Female,555-482-9374,XXX-XX-7890,"Miami, FL",Retired,3500,580,False
CUST-84FE5EC8,Brenda Wilson,40,Female,555-963-2581,XXX-XX-8901,"San Francisco, CA",Salaried,10000,700,True
CUST-84FEB15C,Susan Williams,40,Female,555-012-3456,XXX-XX-4680,"New York, NY",Self-employed,8000,700,True
CUST-84FF4B7D,Linda Garcia,40,Female,555-825-7491,XXX-XX-2468,"Chicago, IL",Salaried,8000,750,False
CUST-8508EE5E,Henry Kim,40,Male,555-845-1039,XXX-XX-4567,"San Francisco, CA",Self-employed,12000,750,False
CUST-8521C85F,George Wilson,70,Male,555-147-2583,XXX-XX-8901,"Orlando, FL",Retired,3000,600,False
CUST-85236600,David Rodriguez,28,Male,555-584-2639,XXX-XX-1357,"Phoenix, AZ",Salaried,8000,750,False
CUST-85260A3D,Anthony Ramirez,22,Male,555-159-3570,XXX-XX-8901,"Orlando, FL",Salaried,4500,620,False
CUST-85369584,George Thompson,70,Male,555-890-1234,XXX-XX-4567,"San Diego, CA",Retired,3000,550,False
CUST-853ED733,Maria Garcia,40,Female,555-963-2581,XXX-XX-8024,"New York, NY",Salaried,10000,820,False
CUST-853FADAE,Ashley Green,22,Female,555-963-2580,XXX-XX-8901,"San Francisco, CA",Salaried,4800,690,False
CUST-85445531,Anthony Ramirez,22,Male,555-417-2864,XXX-XX-9135,"New York, NY",Salaried,3800,650,False
CUST-85469349,Patricia Rodriguez,58,Female,555-481-5296,XXX-XX-7890,"Miami, FL",Unemployed,2800,550,False
CUST-8554C380,Isabella Garcia,29,Female,555-943-7031,XXX-XX-8024,"Boston, MA",Salaried,7500,820,False
CUST-85643D86,Susan Williams,45,Female,555-963-2587,XXX-XX-4567,"Atlanta, GA",Salaried,7000,750,True
CUST-85684521,Kevin Harris,38,Male,555-012-3456,XXX-XX-8024,"New York, NY",Unemployed,0,580,False
CUST-856D9D0F,George Thompson,71,Male,555-840-5678,XXX-XX-1234,"Orlando, FL",Retired,3500,600,False
CUST-8577EA06,Kevin Brown,25,Male,555-628-3947,XXX-XX-2345,"Los Angeles, CA",Unemployed,0,550,False
CUST-857BAE51,Kevin O'Connell,31,Male,555-852-7410,XXX-XX-4680,"San Francisco, CA",Salaried,12000,820,False
CUST-8585F4C8,Frank Miller,55,Male,555-789-0123,XXX-XX-1357,"Dallas, TX",Self-employed,12000,700,False
CUST-85AE3D25,Maria Garcia,40,Female,555-963-2581,XXX-XX-4715,"San Francisco, CA",Salaried,7000,700,True
CUST-85D4FD17,Susan Davis,40,Female,555-963-2587,XXX-XX-8901,"San Francisco, CA",Salaried,8000,750,False
CUST-85D8F1D9,Maria Garcia,48,Female,555-527-3642,XXX-XX-1234,"San Antonio, TX",Salaried,8000,690,False
CUST-85E7423C,Brian Harris,31,Male,555-159-3578,XXX-XX-2468,"New York, NY",Salaried,12000,800,False
CUST-8603A943,Jack Taylor,41,Male,555-135-7913,XXX-XX-5791,"San Francisco, CA",Salaried,10000,820,False
CUST-86044980,Maria Garcia,48,Female,555-951-7326,XXX-XX-8901,"New York, NY",Salaried,10000,730,False
CUST-8617C70A,Brenda Smith,40,Female,555-963-2587,XXX-XX-2468,"New York, NY",Salaried,10000,800,True
CUST-86185735,Henry Brown,72,Male,555-890-1234,XXX-XX-3579,"Phoenix, AZ",Retired,3500,620,False
CUST-86326C0A,Kevin Wilson,31,Male,555-852-7418,XXX-XX-0123,"San Francisco, CA",Self-employed,12000,800,True
CUST-866B0F9E,Olivia Brown,22,Female,555-793-2581,XXX-XX-1357,"Los Angeles, CA",Salaried,4500,690,False
CUST-867BE0FA,Maria Rodriguez,29,Female,555-963-2580,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,800,False
CUST-8689396E,Linda Garcia,40,Female,555-734-8592,XXX-XX-6789,"Chicago, IL",Self-employed,12000,800,False
CUST-868ADC5C,Kevin Lee,38,Male,555-159-3571,XXX-XX-6802,"San Francisco, CA",Salaried,10000,750,False
CUST-86A544AB,Kevin O'Connell,31,Male,555-800-9000,XXX-XX-1122,"San Francisco, CA",Self-employed,12000,600,False
CUST-86ABB7B2,George Thompson,58,Male,555-159-3572,XXX-XX-XXXX,"Orlando, FL",Retired,3800,600,False
CUST-86B44560,Kevin O'Connell,28,Male,555-625-8429,XXX-XX-2345,"Chicago, IL",Salaried,8000,800,False
CUST-86B54C28,David Lee,28,Male,555-624-9357,XXX-XX-1357,"San Francisco, CA",Self-employed,7000,750,False
CUST-86B9A90E,Kevin Thompson,31,Male,555-264-9173,XXX-XX-8035,"Dallas, TX",Self-employed,4500,620,False
CUST-86BB6829,George Thompson,58,Male,555-258-7410,XXX-XX-4561,"Dallas, TX",Unemployed,2800,550,False
CUST-86C893C3,Isabelle Rodriguez,22,Female,555-012-3456,XXX-XX-XXXX,"Austin, TX",Salaried,4000,650,False
CUST-86DF1123,Susan White,40,Female,555-963-2587,XXX-XX-6802,"San Francisco, CA",Self-employed,12000,800,False
CUST-86E8D52E,Kevin O'Connell,30,Male,555-444-5555,XXX-XX-3210,"San Francisco, CA",Self-employed,12000,800,True
CUST-86EA0183,Linda Garcia,52,Female,555-734-8596,XXX-XX-6789,"Chicago, IL",Salaried,5500,620,True
CUST-870066F5,Linda Garcia,40,Female,555-734-0592,XXX-XX-4567,"Chicago, IL",Salaried,8000,750,False
CUST-871E34CD,Ashley Davis,29,Female,555-963-2581,XXX-XX-4710,"New York, NY",Salaried,10000,800,False
CUST-872DCD9B,Kevin Lee,40,Male,555-582-1470,XXX-XX-8036,"New York, NY",Salaried,12000,800,False
CUST-873688D9,Anthony Ramirez,22,Male,555-112-2334,XXX-XX-8901,"New York, NY",Salaried,4500,670,False
CUST-87705742,Kevin Lee,29,Male,555-432-1098,XXX-XX-9012,"Seattle, WA",Salaried,8000,800,False
CUST-87781801,David Lee,38,Male,555-012-3456,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,800,False
CUST-8778CD48,Brenda Smith,40,Female,555-731-9527,XXX-XX-2468,"Los Angeles, CA",Self-employed,5500,620,False
CUST-877EEBA0,Anthony Brown,31,Male,555-874-2963,XXX-XX-4680,"Los Angeles, CA",Self-employed,12000,750,False
CUST-87806DED,Ashley Green,25,Female,555-951-7530,XXX-XX-6802,"San Francisco, CA",Salaried,7000,750,False
CUST-87BACC6D,Anthony Garcia,31,Male,555-852-9630,XXX-XX-4567,"Los Angeles, CA",Salaried,8000,750,False
CUST-87D89C0A,Ashley Green,25,Female,555-948-2736,XXX-XX-6802,"San Francisco, CA",Salaried,7000,800,False
CUST-87F08914,George Thompson,71,Male,555-840-6789,XXX-XX-0123,"Orlando, FL",Retired,3000,600,False
CUST-87F1D206,Patricia Wilson,68,Female,555-016-7891,XXX-XX-8901,"Orlando, FL",Retired,3500,580,False
CUST-880378B6,Maria Rodriguez,31,Female,555-734-9021,XXX-XX-2468,"Chicago, IL",Self-employed,8500,700,False
CUST-88075C2F,Kevin Lee,40,Male,555-678-9012,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,800,False
CUST-880F22DB,George Thompson,58,Male,555-306-9248,XXX-XX-1593,"Dallas, TX",Retired,4500,600,True
CUST-8812B6F8,Kevin Patel,22,Male,555-890-1234,XXX-XX-3579,"Los Angeles, CA",Salaried,4500,620,False
CUST-8814AB45,Kevin Lee,31,Male,555-870-2415,XXX-XX-1234,"San Francisco, CA",Self-employed,12000,750,False
CUST-882BDA08,George Thompson,70,Male,555-842-1639,XXX-XX-9123,"New York, NY",Retired,3000,550,False
CUST-882D05BB,Patricia Wilson,40,Female,555-951-7384,XXX-XX-4567,"San Francisco, CA",Self-employed,12000,800,False
CUST-8834018B,David Rodriguez,28,Male,555-584-2679,XXX-XX-1357,"Phoenix, AZ",Salaried,8000,800,True
CUST-8838D3FD,George Thompson,70,Male,555-842-1639,XXX-XX-0246,"Orlando, FL",Retired,3500,550,False
CUST-8840E94B,Kevin Lee,38,Male,555-963-2581,XXX-XX-8901,"Dallas, TX",Unemployed,0,550,False
CUST-8841CF92,Maria Garcia,40,Female,555-014-7258,XXX-XX-4567,"San Francisco, CA",Self-employed,12000,750,True
CUST-884983E9,George Thompson,58,Male,555-111-2222,XXX-XX-8008,"Orlando, FL",Salaried,7000,700,False
CUST-8880245C,Maria Garcia,38,Female,555-916-4825,XXX-XX-4680,"San Francisco, CA",Salaried,10000,800,True
CUST-889D0B99,David Rodriguez,28,Male,555-555-1212,XXX-XX-1314,"Phoenix, AZ",Self-employed,4500,620,False
CUST-88BD6974,Christopher Lee,29,Male,555-876-2413,XXX-XX-0123,"Seattle, WA",Salaried,9500,820,False
CUST-88C51578,Patricia Williams,48,Female,555-963-2581,XXX-XX-8765,"San Francisco, CA",Self-employed,12000,700,False
CUST-88CAAB2C,Frank Miller,52,Male,555-627-9384,XXX-XX-1357,"Dallas, TX",Salaried,12000,750,True
CUST-88CC51C8,George Wilson,71,Male,555-840-2731,XXX-XX-0123,"San Diego, CA",Retired,3500,550,False
CUST-88D81278,Kevin Thompson,31,Male,555-111-2222,XXX-XX-5555,"San Francisco, CA",Salaried,12000,820,True
CUST-88E00E8A,Patricia Wilson,68,Female,555-963-2581,XXX-XX-4703,"Orlando, FL",Retired,3800,600,False
CUST-88E9E019,George Thompson,58,Male,555-049-7321,XXX-XX-4680,"Orlando, FL",Retired,4500,600,False
CUST-88F6D53B,David Lee,24,Male,555-789-0123,XXX-XX-2345,"Los Angeles, CA",Salaried,4500,620,False
CUST-88FDB67C,Ashley Davis,25,Female,555-481-5165,XXX-XX-7890,"Chicago, IL",Salaried,5000,700,False
CUST-8908B9EC,Brenda Smith,40,Female,555-963-8520,XXX-XX-4680,"San Diego, CA",Self-employed,6000,600,False
CUST-890A0072,Linda Garcia,40,Female,555-734-9521,XXX-XX-2468,"Chicago, IL",Self-employed,12000,800,False
CUST-890B914F,Kevin Lee,38,Male,555-159-3570,XXX-XX-0246,"San Francisco, CA",Self-employed,12000,820,False
CUST-891283C0,Kevin Rodriguez,32,Male,555-111-2222,XXX-XX-6802,"Orlando, FL",Unemployed,0,550,False
CUST-891C389E,Isabella Grey,29,Female,555-345-6789,XXX-XX-3456,"Boston, MA",Salaried,7500,820,True
CUST-891D832F,Susan White,40,Female,555-947-3826,XXX-XX-6802,"San Francisco, CA",Salaried,10000,800,True
CUST-891E7C50,Linda Wilson,72,Female,555-792-4680,XXX-XX-2468,"Denver, CO",Retired,3500,600,False
CUST-8926CFA4,Kevin Lee,25,Male,555-837-2916,XXX-XX-4680,"New York, NY",Unemployed,0,550,False
CUST-892F85F5,Kevin Lee,25,Male,555-837-2941,XXX-XX-4680,"New York, NY",Salaried,12000,800,False
CUST-89459AF6,Anthony Davis,22,Male,555-258-1470,XXX-XX-4567,"New York, NY",Salaried,4500,600,False
CUST-89751317,Jack Wilson,50,Male,555-012-3456,XXX-XX-8024,"Denver, CO",Salaried,12000,850,False
CUST-8986EE79,Kevin Lee,31,Male,555-852-9634,XXX-XX-1237,"New York, NY",Salaried,8500,690,False
CUST-898C0E7E,George Wilson,71,Male,555-895-2634,XXX-XX-4789,"San Diego, CA",Retired,3500,600,False
CUST-89917A7D,George Thompson,58,Male,555-063-7891,XXX-XX-8901,"Dallas, TX",Retired,4500,600,True
CUST-89A03250,Linda Garcia,40,Female,555-963-2581,XXX-XX-8901,"San Diego, CA",Self-employed,6000,620,False
CUST-89AB3DE0,Patricia Wilson,70,Female,555-931-7463,XXX-XX-8024,"San Diego, CA",Retired,4500,670,False
CUST-89B48B51,Kevin Harris,38,Male,555-159-3574,XXX-XX-8901,"New York, NY",Unemployed,0,550,False
CUST-89BB519E,George Thompson,68,Male,555-264-8019,XXX-XX-9135,"Orlando, FL",Retired,3500,580,False
CUST-89BEFF40,Kevin Lee,25,Male,555-852-9630,XXX-XX-4680,"New York, NY",Unemployed,0,550,False
CUST-89C44F96,George Thompson,58,Male,555-417-2859,XXX-XX-2468,"Orlando, FL",Retired,3800,600,False
CUST-89E32EA7,George Thompson,58,Male,555-024-6813,XXX-XX-8024,"Dallas, TX",Salaried,7000,620,False
CUST-89ECBF0B,Anthony Davis,22,Male,555-111-2222,XXX-XX-8000,"New York, NY",Salaried,4500,670,False
CUST-89FF3F0D,David Garcia,31,Male,555-890-1234,XXX-XX-4567,"Chicago, IL",Self-employed,12000,800,False
CUST-8A0447F7,James Taylor,40,Male,555-086-3274,XXX-XX-9135,"Dallas, TX",Salaried,12000,820,False
CUST-8A4F653F,Isabella Rodriguez,22,Female,555-948-2736,XXX-XX-5791,"Denver, CO",Salaried,4000,700,False
CUST-8A78438A,Jack Brown,40,Male,555-019-3746,XXX-XX-8901,"Denver, CO",Salaried,10000,790,False
CUST-8A849D1A,Anthony Davis,22,Male,555-111-2222,XXX-XX-3456,"New York, NY",Salaried,4500,620,False
CUST-8A933811,Jack Brown,42,Male,555-159-7530,XXX-XX-3692,"Denver, CO",Unemployed,0,550,False
CUST-8A990A8E,Patricia Green,40,Female,555-734-9526,XXX-XX-6789,"Chicago, IL",Salaried,8500,750,False
CUST-8AA78787,Kevin Patel,40,Male,555-895-0614,XXX-XX-1237,"San Francisco, CA",Self-employed,12000,750,False
CUST-8AAA1A10,Ashley Green,25,Female,555-918-2741,XXX-XX-3692,"San Francisco, CA",Salaried,10000,820,False
CUST-8ABBA9C0,Ashley Brown,22,Female,555-951-7539,XXX-XX-4567,"New York, NY",Salaried,4500,650,False
CUST-8AE1B9B5,Kevin Lee,28,Male,555-627-9348,XXX-XX-2345,"Chicago, IL",Unemployed,0,550,False
CUST-8B010A28,Kevin Lee,33,Male,555-258-1470,XXX-XX-8024,"San Francisco, CA",Self-employed,12000,730,False
CUST-8B296EAC,Maria Sanchez,52,Female,555-159-7530,XXX-XX-8024,"Denver, CO",Salaried,5500,620,False
CUST-8B2FF6A9,Kevin Lee,31,Male,555-864-2073,XXX-XX-9135,"San Francisco, CA",Self-employed,12000,750,False
CUST-8B406057,Ashley Green,22,Female,555-016-7894,XXX-XX-4567,"San Francisco, CA",Salaried,4800,690,False
CUST-8B447EFE,Maria Lopez,40,Female,555-016-7890,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,790,False
CUST-8B4D36BB,Kevin Lee,40,Male,555-111-2222,XXX-XX-3344,"San Francisco, CA",Self-employed,12000,750,True
CUST-8B53BCFF,Ashley Green,22,Female,555-914-7536,XXX-XX-4680,"San Francisco, CA",Salaried,4500,690,False
CUST-8B5C1349,Jack Thompson,42,Male,555-012-3456,XXX-XX-5791,"Atlanta, GA",Unemployed,0,550,False
CUST-8B600571,Sophia Lee,22,Female,555-917-4623,XXX-XX-4567,"New York, NY",Salaried,5000,750,False
CUST-8B63C84A,Maria Silva,58,Female,555-482-9357,XXX-XX-7890,"Los Angeles, CA",Salaried,5500,700,True
CUST-8B6D197A,Kevin Lee,38,Male,555-024-6813,XXX-XX-9135,"New York, NY",Salaried,12000,700,False
CUST-8B8F93BB,Kevin Lee,31,Male,555-845-0123,XXX-XX-4567,"San Francisco, CA",Self-employed,12000,820,False
CUST-8B934C47,Anthony Garcia,31,Male,555-895-2631,XXX-XX-0123,"Los Angeles, CA",Salaried,8000,750,False
CUST-8B9C96C7,Linda Rodriguez,52,Female,555-630-9284,XXX-XX-2468,"Los Angeles, CA",Self-employed,5500,620,False
CUST-8BA49ED8,Kevin Patel,31,Male,555-852-9630,XXX-XX-4680,"Chicago, IL",Self-employed,12000,750,False
CUST-8BCD7A4B,Kevin Lee,35,Male,555-813-5792,XXX-XX-0246,"Seattle, WA",Salaried,7500,690,False
CUST-8BD1D9B6,George Taylor,72,Male,555-159-3571,XXX-XX-8901,"Orlando, FL",Retired,3200,600,False
CUST-8BD4AA39,Maria Garcia,40,Female,555-963-2587,XXX-XX-6802,"New York, NY",Salaried,10000,800,False
CUST-8BDC5482,Henry Brown,40,Male,555-874-2951,XXX-XX-0123,"Phoenix, AZ",Self-employed,5500,660,False
CUST-8BF00AC0,James Thompson,22,Male,555-159-7530,XXX-XX-8901,"Boston, MA",Salaried,4500,600,False
CUST-8BF09EFB,Olivia Johnson,22,Female,555-016-7384,XXX-XX-4567,"New York, NY",Salaried,4500,690,False
CUST-8C0F6ABB,George Thompson,55,Male,555-456-7890,XXX-XX-6789,"Dallas, TX",Unemployed,2000,550,False
CUST-8C12284D,Anthony Davis,29,Male,555-111-2222,XXX-XX-3344,"New York, NY",Salaried,12000,820,False
CUST-8C179EFF,George Thompson,58,Male,555-024-6801,XXX-XX-9123,"Orlando, FL",Unemployed,2800,550,False
CUST-8C1C6113,George Thompson,40,Male,555-314-1592,XXX-XX-8901,"Dallas, TX",Self-employed,12000,700,True
CUST-8C2305FC,Anthony Brown,31,Male,555-852-9630,XXX-XX-4567,"Chicago, IL",Salaried,10000,800,False
CUST-8C25797B,Kevin Lee,38,Male,555-159-3571,XXX-XX-4680,"New York, NY",Salaried,12000,700,False
CUST-8C2A5113,George Thompson,68,Male,555-907-2468,XXX-XX-4567,"Orlando, FL",Retired,3800,600,False
CUST-8C3113A7,Maria Garcia,40,Female,555-963-2587,XXX-XX-2345,"New York, NY",Salaried,7000,700,False
CUST-8C3A4160,Ashley Davis,22,Female,555-906-7891,XXX-XX-2468,"New York, NY",Salaried,4500,620,False
CUST-8C3E601C,Ashley Davis,22,Female,555-918-7341,XXX-XX-8024,"New York, NY",Salaried,4500,620,False
CUST-8C5D4EC4,Kevin Chen,25,Male,555-809-2468,XXX-XX-4567,"Seattle, WA",Salaried,9500,800,False
CUST-8C6062DF,Kevin Harris,32,Male,555-111-2222,XXX-XX-8901,"San Diego, CA",Unemployed,0,550,False
CUST-8C6E228B,Grace Lee,38,Female,555-741-8529,XXX-XX-9123,"Seattle, WA",Salaried,10000,750,True
CUST-8C728F47,Linda Johnson,40,Female,555-914-7536,XXX-XX-8901,"San Francisco, CA",Self-employed,8000,750,False
CUST-8C7A3AA3,George Thompson,68,Male,555-159-3571,XXX-XX-0123,"Orlando, FL",Retired,3200,550,False
CUST-8C868E05,Kevin O'Connell,31,Male,555-840-9123,XXX-XX-4680,"San Francisco, CA",Salaried,10000,800,False
CUST-8C899A90,Maria Hernandez,40,Female,555-906-2845,XXX-XX-4567,"San Antonio, TX",Salaried,5500,600,False
CUST-8CA881A6,George Thompson,58,Male,555-417-2963,XXX-XX-8901,"Philadelphia, PA",Retired,4800,630,True
CUST-8CADE549,Anthony Brown,31,Male,555-895-2634,XXX-XX-0123,"San Francisco, CA",Self-employed,12000,800,False
CUST-8CB9DD12,Kevin Patel,31,Male,555-159-7531,XXX-XX-0246,"San Francisco, CA",Self-employed,12000,800,False
CUST-8CC99986,Isabella Garcia,22,Female,555-012-3456,XXX-XX-9012,"Denver, CO",Salaried,4000,620,False
CUST-8CC9E899,Kevin Lee,40,Male,555-012-3456,XXX-XX-8091,"Dallas, TX",Self-employed,12000,820,False
CUST-8CCCDC52,Ashley Davis,22,Female,555-041-7583,XXX-XX-4567,"New York, NY",Salaried,4500,620,False
CUST-8CD65D3E,George Thompson,50,Male,555-444-3333,XXX-XX-9123,"New York, NY",Salaried,10000,820,True
CUST-8D0839F1,Kevin Harris,40,Male,555-159-7530,XXX-XX-9012,"Dallas, TX",Unemployed,0,550,False
CUST-8D0A6AF8,Grace Lee,31,Female,555-753-8642,XXX-XX-6789,"Seattle, WA",Salaried,8000,800,False
CUST-8D10AEC8,Linda Brown,70,Female,555-654-3210,XXX-XX-4567,"Orlando, FL",Retired,3500,580,False
CUST-8D1F08E7,Kevin O'Connell,38,Male,555-159-7531,XXX-XX-2684,"San Francisco, CA",Salaried,10000,700,False
CUST-8D258163,Linda Rodriguez,52,Female,555-792-4567,XXX-XX-8901,"Los Angeles, CA",Self-employed,5500,620,False
CUST-8D25B567,Maria Rodriguez,31,Female,555-014-7258,XXX-XX-4567,"New York, NY",Salaried,9000,800,False
CUST-8D5328C2,Kevin Lee,25,Male,555-837-9514,XXX-XX-3579,"New York, NY",Salaried,5000,700,False
CUST-8D67CA44,Maria Garcia,40,Female,555-951-7890,XXX-XX-4567,"New York, NY",Salaried,10000,700,True
CUST-8D6ACE9E,Susan Williams,55,Female,555-159-7531,XXX-XX-4567,"San Francisco, CA",Salaried,10000,690,False
CUST-8D6C1A3F,David Wilson,25,Male,555-628-9347,XXX-XX-2345,"Los Angeles, CA",Salaried,8000,800,False
CUST-8D76F09E,Susan White,40,Female,555-951-7539,XXX-XX-6802,"San Francisco, CA",Salaried,10000,700,True
CUST-8D7B91AB,Anthony Davis,32,Male,555-159-3578,XXX-XX-9135,"New York, NY",Salaried,10000,800,True
CUST-8D887D2F,George Thompson,58,Male,555-417-3295,XXX-XX-9135,"Dallas, TX",Retired,3800,600,False
CUST-8D8AD0DE,George Thompson,38,Male,555-432-1098,XXX-XX-7890,"San Diego, CA",Unemployed,0,550,False
CUST-8D8D4938,George Thompson,58,Male,555-012-3456,XXX-XX-9012,"Dallas, TX",Unemployed,2000,550,False
CUST-8D8E4A4A,Maria Sanchez,25,Female,555-918-7359,XXX-XX-4680,"San Francisco, CA",Salaried,7000,750,False
CUST-8D9428F5,George Thompson,50,Male,555-265-8429,XXX-XX-0123,"Dallas, TX",Salaried,12000,750,True
CUST-8D99867E,Isabella Garcia,22,Female,555-963-2587,XXX-XX-4680,"Austin, TX",Salaried,4500,670,False
CUST-8D9E9E57,Jessica Garcia,28,Female,555-481-5165,XXX-XX-7890,"Houston, TX",Salaried,7000,800,True
CUST-8DBB0D1D,Brian Miller,30,Male,555-159-7531,XXX-XX-2468,"Dallas, TX",Salaried,8000,700,False
CUST-8DC912F5,Michael Davis,38,Male,555-111-2222,XXX-XX-8901,"New York, NY",Salaried,10000,700,False
CUST-8DCD9840,Grace Rodriguez,31,Female,555-741-8526,XXX-XX-6789,"San Francisco, CA",Salaried,9000,800,True
CUST-8DD6FB79,Anthony Davis,29,Male,555-012-3456,XXX-XX-8901,"New York, NY",Salaried,10000,800,False
CUST-8DF154C0,David Wilson,31,Male,555-625-8429,XXX-XX-2345,"Chicago, IL",Salaried,8000,750,True
CUST-8DF5FB5F,Brian Thompson,31,Male,555-456-7890,XXX-XX-0123,"San Francisco, CA",Self-employed,12000,820,False
CUST-8DFBD738,Grace Taylor,72,Female,555-753-9021,XXX-XX-2468,"Phoenix, AZ",Retired,3500,600,False
CUST-8E00DA7D,Maria Sanchez,35,Female,555-954-0678,XXX-XX-4567,"San Antonio, TX",Salaried,6000,730,False
